Token	POS-Tag	OOV	Id	Index	__next__	Documento
próprias	ADJ	0	12	139	1556	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
vítimas	NOUN	0	12	140	1557	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
,	PUNCT	0	12	141	1558	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
os	DET	0	12	142	1559	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
alunos	NOUN	0	12	143	1560	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
,	PUNCT	0	12	144	1561	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
os	DET	0	12	145	1562	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
professores	NOUN	0	12	146	1563	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
e	CCONJ	0	12	147	1564	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
todas	DET	0	12	148	1565	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
as	DET	0	12	149	1566	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
pessoas	NOUN	0	12	150	1567	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
da	ADP	0	12	151	1568	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
Virginia	PROPN	0	12	152	1569	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
que	PRON	0	12	153	1570	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
têm	AUX	0	12	154	1571	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
que	SCONJ	0	12	155	1572	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
lidar	VERB	0	12	156	1573	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
com	ADP	0	12	157	1574	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
este	DET	0	12	158	1575	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
tipo	NOUN	0	12	159	1576	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
de	ADP	0	12	160	1577	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
incidente	NOUN	0	12	161	1578	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
chocante	ADJ	1	12	162	1579	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
'	PUNCT	0	12	163	1580	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
,	PUNCT	0	12	164	1581	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
