Sentença	Id	Index	Granularidade	Documento
A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington.	12	8	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
11	12	-1	1	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
O médico pessoal do argentino Diego Maradona, Alfredo Cahe, revelou nesta segunda-feira que uma recaída da hepatite aguda de que sofre foi o motivo da nova internação do ex-craque.	13	0	0	O médico pessoal do argentino Diego Maradona , Alfredo Cahe , revelou nesta segunda-feira que uma recaída da hepatite aguda de que sofre foi o motivo da nova internação do ex-craque . Maradona , 46 , desenvolveu um hepatite tóxica por excesso de consumo de álcool , o que já o manteve internado durante 13 dias antes da primeira alta .
Maradona, 46, desenvolveu um hepatite tóxica por excesso de consumo de álcool, o que já o manteve internado durante 13 dias antes da primeira alta.	13	1	0	O médico pessoal do argentino Diego Maradona , Alfredo Cahe , revelou nesta segunda-feira que uma recaída da hepatite aguda de que sofre foi o motivo da nova internação do ex-craque . Maradona , 46 , desenvolveu um hepatite tóxica por excesso de consumo de álcool , o que já o manteve internado durante 13 dias antes da primeira alta .
12	13	-1	1	O médico pessoal do argentino Diego Maradona , Alfredo Cahe , revelou nesta segunda-feira que uma recaída da hepatite aguda de que sofre foi o motivo da nova internação do ex-craque . Maradona , 46 , desenvolveu um hepatite tóxica por excesso de consumo de álcool , o que já o manteve internado durante 13 dias antes da primeira alta .
A pista principal do Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos, será totalmente reformada em março de 2008, segundo informações do Ministério da Defesa anunciadas nesta segunda-feira, 6.	14	0	0	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
O ministro da Defesa, Nelson Jobim, anunciou a reforma que, segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária (Infraero), a reforma poderá ser feita sem que a pista seja interditada.	14	1	0	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
O fechamento da pista, que têm 3,7 km de extensão, está previsto para ocorrer na terceira e última etapa da reforma, que terá três fases.	14	2	0	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
Na primeira etapa, será reformado um terço da pista, em uma das cabeceiras, ficando o restante disponível para pousos e decolagens.	14	3	0	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
Na segunda etapa, a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira.	14	4	0	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
A partir de março, será iniciada a fase final da obra, com a reforma do trecho central.	14	5	0	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
13	14	-1	1	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
Quase metade dos vôos previstos para decolar na manhã desta terça-feira (24) no Aeroporto de Congonhas, na Zona Sul de São Paulo, foi cancelada, de acordo com informações da Infraero.	15	0	0	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
A pista principal está fechada há uma semana, desde o acidente com o vôo 3054 da TAM.	15	1	0	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Quase metade dos vôos previstos para decolar na manhã desta terça-feira (24) no Aeroporto de Congonhas, na Zona Sul de São Paulo, foi cancelada, de acordo com informações da Infraero.	15	2	0	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Cumbica opera por instrumentos desde as 7h15, por causa da visibilidade ruim.	15	3	0	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Já no Santos Dumont, de onde sai a ponte aérea Rio-São Paulo, uma chegada apresentou alteração de horário e dez foram canceladas, todas vindas de São Paulo.	15	4	0	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
14	15	-1	1	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e, nesta quarta-feira, aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã.	16	0	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
No primeiro tempo o Brasil foi superior.	16	1	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar.	16	2	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
E o primeiro tempo ficou nisso, na expectativa de que o Brasil poderia, finalmente, mostrar seu melhor futebol na etapa final.	16	3	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
Aos 27, Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute.	16	4	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
A bola que aparentemente iria para fora, mudou de direção e foi parar no fundo da rede.	16	5	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0.	16	6	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
Quando todos achavam que o gol de Kaké tinha sido o grand finale, Robinho fez uma jogada magnífica, a mais bonita do jogo, com cara de Brasil.	16	7	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
A 20cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano, que fez o quarto, aos 37.	16	8	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
Aos 39, Kaká chutou fraco e o camisa 1 tomou um frango histórico.	16	9	0	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
15	16	-1	1	O Brasil lavou a alma após o decepcionante empate com a Colômbia no último domingo e , nesta quarta-feira , aplicou uma sonora goleada por 5 a 0 sobre o Equador no Maracanã . No primeiro tempo o Brasil foi superior . Robinho deu um lindo toque para Maicon que deu um drible da vaca no adversário e cruzou na medida para Love abrir o placar . E o primeiro tempo ficou nisso , na expectativa de que o Brasil poderia , finalmente , mostrar seu melhor futebol na etapa final . Aos 27 , Kaká arriscou de muito longe e Ronaldinho colocou o desviou o chute . A bola que aparentemente iria para fora , mudou de direção e foi parar no fundo da rede . Kaká acertou um belíssimo chute de longe no ângulo aos 31 e fez 3 a 0 . Quando todos achavam que o gol de Kaké tinha sido o grand finale , Robinho fez uma jogada magnífica , a mais bonita do jogo , com cara de Brasil . A 20 cm da linha de fundo ele deu dois dribles humilhantes no zagueiro equatoriano e cruzou para Elano , que fez o quarto , aos 37 . Aos 39 , Kaká chutou fraco e o camisa 1 tomou um frango histórico .
O time de Bernardinho derrotou a Rússia por 3 sets a 1, parciais de 18/25, 25/23, 28/26 e 25/22, em Katowice (Polônia), e alcançou seu sétimo título da Liga Mundial.	17	0	0	O time de Bernardinho derrotou a Rússia por 3 sets a 1 , parciais de 18/25 , 25/23 , 28/26 e 25/22 , em Katowice ( Polônia ) , e alcançou seu sétimo título da Liga Mundial . O placar da partida foi de 3 sets a 1 , com parciais de 18/25 , 25/23 , 28/26 e 25/22 . Foi a quinta conquista seguida nesta competição . Em 2008 , quando a Liga será disputada em Roma , a seleção brasileira tem a chance de , na casa do adversário , igualar a Itália em número de títulos da Liga , conquistando o octacampeonato .
O placar da partida foi de 3 sets a 1, com parciais de 18/25, 25/23, 28/26 e 25/22.	17	1	0	O time de Bernardinho derrotou a Rússia por 3 sets a 1 , parciais de 18/25 , 25/23 , 28/26 e 25/22 , em Katowice ( Polônia ) , e alcançou seu sétimo título da Liga Mundial . O placar da partida foi de 3 sets a 1 , com parciais de 18/25 , 25/23 , 28/26 e 25/22 . Foi a quinta conquista seguida nesta competição . Em 2008 , quando a Liga será disputada em Roma , a seleção brasileira tem a chance de , na casa do adversário , igualar a Itália em número de títulos da Liga , conquistando o octacampeonato .
Foi a quinta conquista seguida nesta competição.	17	2	0	O time de Bernardinho derrotou a Rússia por 3 sets a 1 , parciais de 18/25 , 25/23 , 28/26 e 25/22 , em Katowice ( Polônia ) , e alcançou seu sétimo título da Liga Mundial . O placar da partida foi de 3 sets a 1 , com parciais de 18/25 , 25/23 , 28/26 e 25/22 . Foi a quinta conquista seguida nesta competição . Em 2008 , quando a Liga será disputada em Roma , a seleção brasileira tem a chance de , na casa do adversário , igualar a Itália em número de títulos da Liga , conquistando o octacampeonato .
Em 2008, quando a Liga será disputada em Roma, a seleção brasileira tem a chance de, na casa do adversário, igualar a Itália em número de títulos da Liga, conquistando o octacampeonato.	17	3	0	O time de Bernardinho derrotou a Rússia por 3 sets a 1 , parciais de 18/25 , 25/23 , 28/26 e 25/22 , em Katowice ( Polônia ) , e alcançou seu sétimo título da Liga Mundial . O placar da partida foi de 3 sets a 1 , com parciais de 18/25 , 25/23 , 28/26 e 25/22 . Foi a quinta conquista seguida nesta competição . Em 2008 , quando a Liga será disputada em Roma , a seleção brasileira tem a chance de , na casa do adversário , igualar a Itália em número de títulos da Liga , conquistando o octacampeonato .
16	17	-1	1	O time de Bernardinho derrotou a Rússia por 3 sets a 1 , parciais de 18/25 , 25/23 , 28/26 e 25/22 , em Katowice ( Polônia ) , e alcançou seu sétimo título da Liga Mundial . O placar da partida foi de 3 sets a 1 , com parciais de 18/25 , 25/23 , 28/26 e 25/22 . Foi a quinta conquista seguida nesta competição . Em 2008 , quando a Liga será disputada em Roma , a seleção brasileira tem a chance de , na casa do adversário , igualar a Itália em número de títulos da Liga , conquistando o octacampeonato .
